[FSVAE]: epoch: 163, g_loss: 89.1761, acc: 96.2343%, nmi: 0.9102, t_acc: 96.2017%, t_nmi: 0.9097
[FSVAE]: epoch: 164, g_loss: 89.1459, acc: 96.1071%, nmi: 0.9076, t_acc: 96.0967%, t_nmi: 0.9076
[FSVAE]: epoch: 165, g_loss: 89.1065, acc: 96.1643%, nmi: 0.9085, t_acc: 96.1300%, t_nmi: 0.9079
[FSVAE]: epoch: 166, g_loss: 89.1068, acc: 96.1200%, nmi: 0.9076, t_acc: 96.0733%, t_nmi: 0.9068
[FSVAE]: epoch: 167, g_loss: 89.1139, acc: 96.2429%, nmi: 0.9106, t_acc: 96.2183%, t_nmi: 0.9101
[FSVAE]: epoch: 168, g_loss: 89.1255, acc: 96.1843%, nmi: 0.9093, t_acc: 96.1450%, t_nmi: 0.9086
[FSVAE]: epoch: 169, g_loss: 89.0403, acc: 96.1671%, nmi: 0.9086, t_acc: 96.1167%, t_nmi: 0.9077
[FSVAE]: epoch: 170, g_loss: 88.9308, acc: 96.1929%, nmi: 0.9096, t_acc: 96.1583%, t_nmi: 0.9090
[FSVAE]: epoch: 171, g_loss: 88.8772, acc: 96.2129%, nmi: 0.9101, t_acc: 96.1917%, t_nmi: 0.9096
[FSVAE]: epoch: 172, g_loss: 88.8847, acc: 96.2129%, nmi: 0.9099, t_acc: 96.1900%, t_nmi: 0.9096
[FSVAE]: epoch: 173, g_loss: 88.8408, acc: 96.2114%, nmi: 0.9102, t_acc: 96.1883%, t_nmi: 0.9096
[FSVAE]: epoch: 174, g_loss: 88.8591, acc: 96.1671%, nmi: 0.9090, t_acc: 96.1383%, t_nmi: 0.9084
[FSVAE]: epoch: 175, g_loss: 88.7687, acc: 96.3557%, nmi: 0.9123, t_acc: 96.3283%, t_nmi: 0.9118
[FSVAE]: epoch: 176, g_loss: 88.7018, acc: 96.3243%, nmi: 0.9115, t_acc: 96.3017%, t_nmi: 0.9110
[FSVAE]: epoch: 177, g_loss: 88.7534, acc: 96.2857%, nmi: 0.9112, t_acc: 96.2783%, t_nmi: 0.9111
[FSVAE]: epoch: 178, g_loss: 88.8561, acc: 96.2157%, nmi: 0.9096, t_acc: 96.1833%, t_nmi: 0.9089
[FSVAE]: epoch: 179, g_loss: 88.6633, acc: 96.2300%, nmi: 0.9105, t_acc: 96.1983%, t_nmi: 0.9099
[FSVAE]: epoch: 180, g_loss: 88.6137, acc: 96.2186%, nmi: 0.9103, t_acc: 96.1783%, t_nmi: 0.9098
[FSVAE]: epoch: 181, g_loss: 88.5335, acc: 96.1843%, nmi: 0.9092, t_acc: 96.1567%, t_nmi: 0.9087
[FSVAE]: epoch: 182, g_loss: 88.4821, acc: 96.2271%, nmi: 0.9103, t_acc: 96.1817%, t_nmi: 0.9094
[FSVAE]: epoch: 183, g_loss: 88.4928, acc: 96.2357%, nmi: 0.9103, t_acc: 96.1967%, t_nmi: 0.9096
[FSVAE]: epoch: 184, g_loss: 88.5312, acc: 96.0800%, nmi: 0.9082, t_acc: 96.0583%, t_nmi: 0.9078
[FSVAE]: epoch: 185, g_loss: 88.4854, acc: 96.1829%, nmi: 0.9099, t_acc: 96.1817%, t_nmi: 0.9100
[FSVAE]: epoch: 186, g_loss: 88.4496, acc: 96.2571%, nmi: 0.9105, t_acc: 96.2333%, t_nmi: 0.9100
[FSVAE]: epoch: 187, g_loss: 88.4557, acc: 96.1871%, nmi: 0.9094, t_acc: 96.1550%, t_nmi: 0.9088
[FSVAE]: epoch: 188, g_loss: 88.4285, acc: 96.2200%, nmi: 0.9098, t_acc: 96.1967%, t_nmi: 0.9095
[FSVAE]: epoch: 189, g_loss: 88.3492, acc: 96.2557%, nmi: 0.9109, t_acc: 96.2300%, t_nmi: 0.9106
